id,author,date,source,popularity,tags,content
343,Federico A. Ramponi,2008-10-08 22:25:58Z,https://stackoverflow.com/a/185165,4,,"/* logic */
#ifndef TRUE
# define TRUE 1
#endif /* TRUE */
#ifndef FALSE
# define FALSE 0
#endif /* FALSE */
#define EOF_OK TRUE
#define EOF_NOT_OK FALSE"
344,Nat,2008-10-12 22:07:11Z,https://stackoverflow.com/a/196132,4,,' Oh man I'm pissed. I think I better go home.
345,Jason Sundram,2008-11-07 07:48:17Z,https://stackoverflow.com/a/271471,4,,#define MSGTAG_B33R     0x723 /* RIPLVB */
346,Chris Kloberdanz,2008-11-21 21:43:10Z,https://stackoverflow.com/a/250413,4,,"# This is convoluted and evil, sorry."
347,MatthieuP,2009-02-02 12:18:59Z,https://stackoverflow.com/a/503002,4,,// HACK ! COPY/PASTE this and look for another job
348,BlackWasp,2009-02-02 13:29:40Z,https://stackoverflow.com/a/503215,4,,"'This code was written by **************.
'I haven't a clue what it does. He hasn't a clue what it does.
'Nobody else has a clue what it does or how it does it.
'It is something to do with data but **** knows what.
'The ******* still works so please do not change this code,
'even though it is a complete pile of ****."
349,Peter Meter,2009-04-22 16:41:42Z,https://stackoverflow.com/a/778161,4,,"#!/usr/bin/sh
#       Copyright (c) 1984, 1986, 1987, 1988, 1989 AT&T
#         All Rights Reserved

#       THIS IS UNPUBLISHED PROPRIETARY SOURCE CODE OF AT&T
#       The copyright notice above does not evidence any
#       actual or intended publication of such source code.

#ident  ""@(#)false.sh   1.6     93/01/11 SMI""   /* SVr4.0 1.3   */
exit 255"
350,Peter Turner,2009-04-22 17:05:20Z,https://stackoverflow.com/a/778254,4,,var something TBoolean; //Pickins
351,The jabberwocky,2009-08-23 18:04:01Z,https://stackoverflow.com/a/787243,4,,"BEGIN.
// Here might be dragons
.
.
 IF...
 // Beware of the Jabberwocky
 .//user the force, luke
 .
 .
 ENDIF.
.
END."
352,Federico,2010-06-14 12:27:55Z,https://stackoverflow.com/a/786495,4,,//too much log will kill you
353,Nosredna,2011-05-28 16:49:24Z,https://stackoverflow.com/a/499983,4,,//this used to be a comment
354,Steel Plume,2011-07-22 07:05:08Z,https://stackoverflow.com/a/782529,4,,"public static final void attachListener(Object listener) {

/* ======================= */

// This does nothing, continue searching

/* ======================= */

..."
355,jotun,2011-07-22 07:09:55Z,https://stackoverflow.com/a/783289,4,,"/* Only break the connection if it actually exists. It is important to
 * check the timeslot saved in the SOURCE of the disconnect message. */"
356,Jayakrishnan K,2011-07-22 07:12:26Z,https://stackoverflow.com/a/196782,4,,"//Not a bug, parameter position can change..., if you think this is wrong, you are in fact wrong."
357,steve,2011-07-22 07:20:59Z,https://stackoverflow.com/a/779128,4,,"// All this code is yours, except gedit()...attempt no modifications there."
358,bluish,2011-07-22 07:26:33Z,https://stackoverflow.com/a/713872,4,,'On Error Goto Hell.
359,David Maynor,2011-07-25 07:58:18Z,https://stackoverflow.com/a/766217,4,,//FIXME: fix this before the 1.0 release
360,arke,2011-07-25 08:30:57Z,https://stackoverflow.com/a/768732,4,,"if(FAILED(hr))
{
    char fuck[256];
    sprintf(fuck, ""GetBuffer() fucking fucked the fuck: %d"", hr);
    MessageBoxA(0, fuck, fuck, MB_OK | MB_ICONERROR);
    return;
}


// This is for Chris, since he gets all hot and horny over ""uint"" instead of ""unsigned int""
// ... or maybe he's just a lazy fuck. Who knows!?
using Ogre::uint;
// movable texts, fucktory
MovableObjectTextFactory* m_pMovableObjectTextFactory;


// diarrhea... shitting CR from the string. complete run..."
361,arke,2011-07-25 08:30:57Z,https://stackoverflow.com/a/768732,4,,"// unlock shit (duh, this comment is useless)
pixelBuffer->unlock();


// :HACK: remove me after demo is shipped
Of course, it's still in there ;)


// it's 4am and I can't think of a decent error message.
// my lead just fell asleep at his desk, so I can't ask him.
// [name] went home because he didn't want to get divorced.
// and so it's little ol' me, sitting here, comin up with an
// error message for something that should never ever happen.
ASSERT0(in_len == max_in, ""http://www.youtube.com/watch?v=oHg5SJYRHA0"");


// you want hungarian, you GET hungarian!
for(int fcknglpidxcntvrI = 0; fcknglpidxcntvrI &lt; len; fcknglpidxcntvrI++)


bool bKillSomethingAlive = false; // beating the dead horse instead"
362,arke,2011-07-25 08:30:57Z,https://stackoverflow.com/a/768732,4,,"// HACKOMATIC
// HMM... HACKXOR?
// HACK'O'ROONY
// AR; yeah I know it's HACKsoup
// HACK SHOT! DOMINATING!
// HACK'KIDO
// HACKku. sepukku. harakiri. kamikaze. ninja.
// HACK'o'NEIL
// HACKsaw"
363,drew,2011-07-25 13:20:44Z,https://stackoverflow.com/a/768714,4,,"/*
* After 36 hours, 2 holes in my wall and writing my code right beside the API
* this still doesn't work.
* function getMap():void takes in an event object @param: evt:mouseEvent
* I will now retire for the day with a bottle of rum and 2 hours of crying
*/"
364,alex,2011-07-25 13:28:27Z,https://stackoverflow.com/a/225428,4,,"else
{
    // wobbly wilson said this would *never* happen!!
}"
365,Teftin,2011-07-25 13:32:41Z,https://stackoverflow.com/a/714566,4,,"/*
 * Chaos reigns within.
 * Reflect, repent, and reboot.
 * Order shall return.
 */
return (DB_RUNRECOVERY);"
366,ropley,2011-07-26 06:59:21Z,https://stackoverflow.com/a/766270,4,,"What do you think you're doing, Dave?"
367,Darryl Hein,2008-10-08 21:52:15Z,https://stackoverflow.com/a/185070,3,,// this is really complicated
368,George Mauer,2008-10-21 14:56:55Z,https://stackoverflow.com/a/222193,3,,// this part is more difficult
369,Rick,2008-10-25 09:39:35Z,https://stackoverflow.com/a/195196,3,,"-- This line negates the @inverseqty, which is the
-- negative of the @insertedquantity.  This works through the
-- magic of the trigger.  In fact, this code is a lot like
-- the bermuda triangle!
@negquantity = -1 * @inverseqty"
370,alex,2008-10-26 11:17:12Z,https://stackoverflow.com/a/237886,3,,"// this code was written after a version trying to do {this} failed because of {reason},
// previously we were doing {this} which failed because of {reason}. This is
// now written {this} way so that {lots of reasons here}. If you want to touch
// this code, please make sure that it produces the right answers when tested with:
//
// {some sort of unit test}"
371,CLaRGe,2008-12-02 16:14:34Z,https://stackoverflow.com/a/334507,3,,// good luck!
372,vdhant,2008-12-08 01:45:40Z,https://stackoverflow.com/a/348483,3,,"//select is a royal pain in the ass where
//the parameter passed to CreateQuery isn't actually the one that goes in the call
//requiring this workaround.  Not sure how straight Linq to Objects does it."
373,vdhant,2008-12-08 01:45:40Z,https://stackoverflow.com/a/348483,3,,"//expressions have to be compiled in order to work with the method call on
//straight Enumerable somehow, LINQ to objects itself magically does this.
//Reflector shows a mess, so I (Aaron) invented my own way.  God love unit tests!"
374,vdhant,2008-12-08 01:45:40Z,https://stackoverflow.com/a/348483,3,,"//ok, this is a hairy, dirty, and nasty piece of code
  //the alternatives are substantially worse than this though
  //i.e. when you do your own provider, LINQ assumes that
  //you are going to implement your own expression tree visitor and
  //do it all yourself.  Frankly, I still have xmas shopping to do
  //and I really don't want us to be foobared when we get
  //even more extension methods added to LINQ
  //therefore, we are pulling execute based on taking the calling the
  //standard execute on enumerable, but using our own class
  //
  //optimization can occur from here on an as needed basis, that is
  //check for the value of mex.Method.Name, and write a handler for
  //that method
  //
  //also, it may not be a bad idea to rather than do this reflection
  //each and every time somehow cache the reflected methodinfos and do
  //lookups that way that said, we need a complete red/green/refactor
  //cycle here before I am touching that one"
375,vdhant,2008-12-08 01:45:40Z,https://stackoverflow.com/a/348483,3,,"//Compile that mutherf-ker, invoke it, and get the resulting hash"
376,Richard Ev,2008-12-19 16:01:17Z,https://stackoverflow.com/a/381386,3,,// echt halmaal gek - no way!
377,S.Lott,2009-03-05 14:34:44Z,https://stackoverflow.com/a/615022,3,,"// It may be a hack, but it works."
378,S.Lott,2009-03-05 14:36:22Z,https://stackoverflow.com/a/615028,3,,* All comments pertain to the lines which follow.
379,user74351,2009-03-05 17:41:16Z,https://stackoverflow.com/a/615795,3,,// The root of all evil ... umm classes
380,David,2009-03-05 18:06:52Z,https://stackoverflow.com/a/615887,3,,"/**
*  Do not use, ever - left in place for testing purposes
*/
function  I_David_WillHuntYouDownAndHurtYou_Badly_IfIFindThisUsedAnyWhereInTheAppLibrary(){
...
}"
381,Gambrinus,2009-03-05 18:57:16Z,https://stackoverflow.com/a/616122,3,,"try
{
...
}
catch(Exception ex)
{
//if this happens the world is going to end...
}"
382,pi.,2009-03-09 10:57:01Z,https://stackoverflow.com/a/386201,3,,"# let's pretend we are free, for a while"
383,Jeeva Subburaj,2009-03-18 11:16:24Z,https://stackoverflow.com/a/657831,3,,"//If the Current Record is Getting End Dated, We should not create New History Entry.
//We Just need to Update the Previous History Entry
//If the History is already End Dated and the New Record is now removing End Date, Then
//We should not update the Previous History End Date.
//We Just need to Create the New History Record Only.
//Alright..
//Alright....
//Enough Comments. Code it. :-)"
384,Tony,2009-03-18 11:34:25Z,https://stackoverflow.com/a/657879,3,,#define SHIT_HAPPENED (BASE + 1)   /* generic shit happened */
385,euphoria83,2009-04-01 17:46:57Z,https://stackoverflow.com/a/706648,3,,"// Empty constructor to satisfy the stupid compiler
 Public ServletHandlerClass () { }"
386,pomarc,2009-04-06 11:33:15Z,https://stackoverflow.com/a/721065,3,,"//marco 2007.1.23
//I didn't do it"
387,Lucas Jones,2009-04-09 21:50:17Z,https://stackoverflow.com/a/735928,3,,"// haack, phil haack"
388,Lucas Jones,2009-04-09 21:50:17Z,https://stackoverflow.com/a/735928,3,,"/* hack, hack, hack, hack, hack hack, hack, hack
 * hackity hack, oh wonderful hacks
 * wonderful hacks, oh wonderful hack, hack, hack
 * hack hack hack... and spam
 */"
389,Lucas Jones,2009-04-09 21:50:17Z,https://stackoverflow.com/a/735928,3,,"// yikes, we need to:
/*
 *       o
 *      -|-     < US CROSSING PLATFORM
 *       |\
 ************************************************
 *       |          ^ PLATFORM           |
 *       |                           T   |
 *       |                      TROLL^   |
 */
// right now:
/*
 *   o ./_  |
 *  -|-[]\  |  (_'_) () (\) | ) \|/ (S) < WALL
 *   |\     |    ^ FRIENDLY MESSAGE FROM YOUR FRIENDS AT MICROSOFT
 *  ***********************************************
 *        | ^PLATFORM                       |
 *      ^ SPRAY CAN (IN HAND)
 */
public static class DefaultFonts
{
    public static string SansSerifPath
    {
        get { return @""C:\Windows\Fonts\arial.ttf""; }
    }
    public static string SerifPath
    {
        get { return @""C:\Windows\Fonts\times.ttf""; }
    }
    public static string MonospacePath
    {
        get { return @""C:\Windows\Fonts\courier.ttf""; }
    }
}"
390,Casbah,2009-04-19 19:53:50Z,https://stackoverflow.com/a/765967,3,,private static final Logger lager = new Logger();
391,trinisoftinc,2009-04-20 10:02:27Z,https://stackoverflow.com/a/767642,3,,"//If only humans could leave things be.

//Please do not edit this code,
//if you do you wont go to jail, you wont go directly to jail,
//you wont pass go, you wont collect 200 dollars"
392,w4ymo,2009-04-20 12:18:34Z,https://stackoverflow.com/a/768021,3,,//Write Code Here
393,JJacobsson,2009-04-20 12:45:08Z,https://stackoverflow.com/a/768097,3,,"// The freshest corpse at the back please.
m_DeadCharacters.push_back( std::make_pair(character, 0.0f) );
// Get rid of the rotting surplus
while( m_DeadCharacters.size() > 3 )
    m_DeadCharacters.pop_front();"
394,TJ Eastmond,2009-04-20 13:08:28Z,https://stackoverflow.com/a/768172,3,,"//ha, you thought I was lazy didnt ya?!"
395,David,2009-04-23 04:41:31Z,https://stackoverflow.com/a/780312,3,,"@charset ""UTF-8"";
/* Who knew comments here could COMPLETELY ruin our page in Safari? */
body {
        /* Really important stuff here */
        /* Of course, comment or not, this will all get ignored by Safari because
           its the first rule after the comments which break everything.
           see http://www.w3.org/International/questions/qa-css-charset for the exact details!
        */
}"
396,"2 revs, 2 users 67%unknown (yahoo)",2011-07-22 06:57:32Z,https://stackoverflow.com/a/185016,3,,"If you have reached this part in the code, then this program sucks."
397,XoC,2011-07-22 07:25:26Z,https://stackoverflow.com/a/767937,3,,"int main(void)
/* Program starts here */"
398,schwa,2011-07-25 08:27:40Z,https://stackoverflow.com/a/769046,3,,"#define FUCK_VS6_CANT_COMPILE_TEMPLATES_WITHOUT_HANDHOLDING ((float*)0)

...

SetPinsFromChannels`<float`>(&pinbuf, streambuf, &inmapper, FUCK_VS6_CANT_COMPILE_TEMPLATES_WITHOUT_HANDHOLDING);"
399,Antony Kennedy,2011-07-26 14:28:20Z,https://stackoverflow.com/a/765375,3,,On error resume next 'because nothing will ever go wrong!
400,del_tron,2011-07-26 14:47:34Z,https://stackoverflow.com/a/766037,3,,"/*
* Wirzenius wrote this portably, Torvalds fucked it up :-)
*/"
401,Jared Knipp,2008-11-21 21:27:14Z,https://stackoverflow.com/a/310251,2,,"'""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
'
'  NOTE: DON'T SCREW WITH THIS CODE UNLESS YOU REALLY UNDERSTAND IT!
'
'"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
402,Paul Mitchell,2008-12-02 15:59:03Z,https://stackoverflow.com/a/334450,2,,"C   I don't know what this next bit does so I'll jump around it
       GOTO DONE."
403,Rob,2009-01-27 02:39:14Z,https://stackoverflow.com/a/482177,2,,"/// <STERNLY-WORDED-WARNING>
/// Pay attention to this or I will hunt you down.
/// ...
/// </STERNLY-WORDED-WARNING>"
404,barfoon,2009-01-27 02:43:35Z,https://stackoverflow.com/a/385771,2,,// this is daggy??
405,alkauskas,2009-02-05 11:59:08Z,https://stackoverflow.com/a/515605,2,,// I wish (boss name) could do this by him self.
406,Viachaslau Tysianchuk,2009-03-05 09:02:23Z,https://stackoverflow.com/a/614031,2,,"// Iced odnako
bool Iced{get;set;}"
407,hasen,2009-03-07 09:32:53Z,https://stackoverflow.com/a/621591,2,,"if( year < 100 ): year += 2000 #lol, Y2K"
408,Telemachus,2009-03-16 10:48:41Z,https://stackoverflow.com/a/649924,2,,// The hackiest hack that ever did hack
409,Fraser,2009-03-26 16:39:10Z,https://stackoverflow.com/a/686583,2,,"/*
* spaghetty code in this module.
* hardcoded variables for load paths for the content window.
* Needs (vast) improvement.
*/"
410,eglasius,2009-04-01 17:33:19Z,https://stackoverflow.com/a/688088,2,,//why the f*** we have to move this here to make it work
411,MissT,2009-04-04 17:51:49Z,https://stackoverflow.com/a/717501,2,,"/*
//You can tell I was bored
//I wanted to do this for a long time
char* ConvertToRoman(int number, int base)
{
... whole code here
}
*/"
412,TalkingCode,2009-04-07 14:57:00Z,https://stackoverflow.com/a/726186,2,,// Keep prozac ready if things get ugly!
413,xmotogodx,2009-04-19 09:27:58Z,https://stackoverflow.com/a/188042,2,,'RH 5/24/06 burn me if this dosn't work.. :)
414,Pat,2009-04-19 09:42:09Z,https://stackoverflow.com/a/200038,2,,"// No women, no children... What movie???"
415,mmmm,2009-04-19 09:54:39Z,https://stackoverflow.com/a/765149,2,,"/*
  There is no accounting for pointers
*/"
416,penger,2009-04-19 19:25:50Z,https://stackoverflow.com/a/765935,2,,"def leppard
# what, i cant have my own convention?
end"
417,mistake78,2009-04-19 21:31:17Z,https://stackoverflow.com/a/766133,2,,"switch(value)
{
   [...]
default:
   ASSERT(**true**); // if this is triggered, something really bad is happening.
}"
418,Bobby Fleckman,2009-04-20 04:01:11Z,https://stackoverflow.com/a/766843,2,,"/* Jeez, this is an ugly mess */

...comment from the X11R6 internals source code circa 1991."
419,MRFerocius,2009-04-20 05:24:56Z,https://stackoverflow.com/a/767004,2,,//Do not continue reading if you dont want to die.
420,Alex,2009-04-20 07:47:08Z,https://stackoverflow.com/a/767282,2,,"/*
    FIXME:  why the fuck did anyone ever think this kind of expensive iteration
                    was a good idea?"
421,DragonFax,2009-04-20 10:45:19Z,https://stackoverflow.com/a/767750,2,,"# insert this handy debugging line wherever you have problems
#R$*                $:$>99$1"
422,Juergen Gutsch,2009-04-22 09:53:14Z,https://stackoverflow.com/a/776445,2,,// TODO: Delete
423,Senor Plankton,2009-04-22 10:25:41Z,https://stackoverflow.com/a/776518,2,,"// This shouldn't happen, if it does, then the bits that automagically
// worked when I wrote it have stopped working"
424,vedang,2009-04-22 10:49:10Z,https://stackoverflow.com/a/776595,2,,"// for 8 or 12 threads this does not affect much.
// Strange are the situations if not understood properly.
// Yoda strikes again"
425,bosky101,2009-04-22 17:14:32Z,https://stackoverflow.com/a/778286,2,,"%%return_median
hit_the_sweet_spot(Arg)->
.
."
426,hpp,2009-04-23 10:48:07Z,https://stackoverflow.com/a/781187,2,,"// now that's compact!
list->insert(list->end(),**pitch)->IdxOfSample=(pitch->pos-Offset)*SamplingRate;"
427,Jason Orendorff,2009-04-23 14:01:49Z,https://stackoverflow.com/a/781860,2,,"/* This is gonna seem *real weird*, but if you put some other code between
   PyEval_EvalFrame() and PyEval_EvalCodeEx() you will need to adjust
   the test in the if statements in Misc/gdbinit (pystack and pystackv). */"
428,Dustin,2009-04-23 23:38:13Z,https://stackoverflow.com/a/784001,2,,"# This is my rifle.
def rifle(type='hunting'):
    print('This is my (%s) rifle.' % type)

# This is my gun.
def gun(type='hand'):
    print('This is my (%s) gun.' % type)

# This is for fighting.
def fighting(type='illegal'):
    print('This is for (%s) fighting.' % type)

# This is for fun.
def fun(type='gaming'):
    print('This is for (%s) fun.' % type)"
429,Jonathan C Dickinson,2009-04-24 08:20:15Z,https://stackoverflow.com/a/784955,2,,// TODO: Need some codemonkey to doc comment this class.
430,Martin Cote,2009-04-25 04:23:46Z,https://stackoverflow.com/a/788223,2,,"// The following array may contain either TexturedObjects or ColoredObjects.
// I know, it sucks."
431,Juan S,2009-04-28 19:03:16Z,https://stackoverflow.com/a/777655,2,,"// if the resultMap size is less than or equal to zero
// then the product is added
if (resultMap.size() <= 0)"
432,anon,2009-07-07 11:38:03Z,https://stackoverflow.com/a/766554,2,,"// Thats the end of the While loop
// Clean up last row.  I really must program better than this.

// Note: You can't immediately tell if the line below works.

// Rounding - blech.  It's assumed that all .5s are rounded up.

// Sort out predictions first.  Seems like the right place for a prediction, 'first'.

// Let's interpret!"
433,JMat,2009-09-18 06:21:37Z,https://stackoverflow.com/a/766602,2,,"If bFound Then
     'I love it when I write kick ass code like this
Else
  .
  ."
434,Oskar Duveborn,2011-01-02 15:38:09Z,https://stackoverflow.com/a/502985,2,,"-- Beyond this point, there'll be dragons"
435,Walter Mitty,2011-07-22 06:57:48Z,https://stackoverflow.com/a/184633,2,,Get This hack!
436,TariqKhanani,2011-07-22 07:14:18Z,https://stackoverflow.com/a/190866,2,,/*************************** Drag And Drop Section - Start (you should be me to mess with this section)*********************************************/
437,anon,2011-07-22 08:08:10Z,https://stackoverflow.com/a/647713,2,,if (scroll and noScroll) # or tea and no tea
438,Angkor Wat,2011-07-25 08:00:22Z,https://stackoverflow.com/a/766933,2,,//Please comment on your source code
439,Jannie,2011-07-25 12:44:40Z,https://stackoverflow.com/a/771927,2,,"DataRow[] foundrows = FilterCalendarEntriesBecauseDotNETIsFuckedUp(tbtemp,CalDate);"
440,bluish,2011-07-25 12:45:08Z,https://stackoverflow.com/a/776351,2,,// This is a kind of magic...
441,Rip,2011-07-25 12:45:20Z,https://stackoverflow.com/a/779874,2,,/* I don't know how you can ever get here so I'll have to fix it later */
442,Jim Evans,2011-07-25 12:45:28Z,https://stackoverflow.com/a/783368,2,,'I hate nested regions and will delete them along with any code found in them.
443,Ivo,2011-07-25 12:46:49Z,https://stackoverflow.com/a/776957,2,,'Major changes: Everthing! - Removed all Cornoud's code !
444,noocyte,2011-07-25 13:25:58Z,https://stackoverflow.com/a/196886,2,,"// Jay knows what's going on here, but will he remember in a year? Not very likely, this code sucks, but it works so do not change it."
445,Alex,2011-07-25 13:33:54Z,https://stackoverflow.com/a/577663,2,,"// barcore.cpp - MFC

//.....
HBRUSH CControlBar::OnCtlColor(CDC* pDC, CWnd* pWnd, UINT nCtlColor)
{
    LRESULT lResult;
    if (pWnd->SendChildNotifyLastMsg(&lResult))
        return (HBRUSH)lResult;     // eat it

//......

// Eat it - just like eat this."
446,sandro,2011-07-26 06:59:29Z,https://stackoverflow.com/a/766895,2,,private int mousycounter = 0; //Not really a counter
447,bluish,2011-07-26 09:21:29Z,https://stackoverflow.com/a/776364,2,,// fix it!
448,prassu,2011-07-26 09:21:38Z,https://stackoverflow.com/a/776698,2,,// simply copied from another code
449,Michael Easter,2008-10-08 22:41:36Z,https://stackoverflow.com/a/185201,1,,"// Father, forgive me, for I am sinning

// heaven help me

// horse string-length into correctitude
(from a textbook)

// what, me worry?"
450,hmcclungiii,2008-10-10 15:55:26Z,https://stackoverflow.com/a/192010,1,,"''' <summary>
''' Represents an exception that was logged.  Since System.Exception implements IDictionary, it can't be
''' serialized, so I had to write this.  Pretty fucking stupid thing to have to do, System.Exception should
''' be serializable right out of the box, IMHO.
''' </summary>
''' <remarks></remarks>
Public Class LogException"
451,Kasper,2008-10-10 16:29:25Z,https://stackoverflow.com/a/192155,1,,"// not brilliant solution, but fair enough heh."
452,Rob Wells,2008-10-12 12:30:02Z,https://stackoverflow.com/a/195432,1,,/* core dumps around here but this is hardly ever called */
453,Rob Wells,2008-10-12 12:30:02Z,https://stackoverflow.com/a/195432,1,,/* don't know why this works but it seeems to be ok */
454,Paul Coddington,2008-10-19 07:08:10Z,https://stackoverflow.com/a/216127,1,,Fix problem where Nulls don't work properly.  Stupid Microsoft!
455,l,2008-10-19 20:48:25Z,https://stackoverflow.com/a/216948,1,,// GK Experimental
456,Jim McKeeth,2008-12-10 00:08:03Z,https://stackoverflow.com/a/354692,1,,"// Oh what a tangled web we weave
// When first we practice to deceive
// ASTA"
457,John Channing,2008-12-18 19:30:20Z,https://stackoverflow.com/a/378932,1,,/* Hammer Time! */
458,sagavia,2008-12-19 15:51:49Z,https://stackoverflow.com/a/379627,1,,/* Honest this works */
459,barfoon,2009-01-27 02:43:53Z,https://stackoverflow.com/a/385765,1,,// fudge the group stuff
460,Sam Schutte,2009-01-30 16:35:16Z,https://stackoverflow.com/a/496175,1,,"//Determine if the database has been ""Grizzlified"""
461,Andreas,2009-02-03 19:35:49Z,https://stackoverflow.com/a/508563,1,,"// StupidCompilerDontInline(SCDI), in the test project where
// allcode was in a single cpp the compiler had inlined nearly
// everything which lead to nice stackoverflow.
// To prevent this the metods are made virtual
#define SCDI virtual"
462,User,2009-02-05 10:51:05Z,https://stackoverflow.com/a/515402,1,,"// Instance of excel
Excel excel = this.CreateExcelInstance();
excel.Open(stream); // how to close it?!"
463,James Jones,2009-03-09 15:16:59Z,https://stackoverflow.com/a/549644,1,,'this next if statement - just how it is. don't try to understand it because you won't. :)
464,Esko Luontola,2009-03-18 11:38:32Z,https://stackoverflow.com/a/657888,1,,"uint16 CPreferences::GetMaxDownload(){
//dont be a Lam3r :)
    uint16 maxup=(GetMaxUpload()==UNLIMITED)?GetMaxGraphUploadRate():GetMaxUpload();
    if( maxup < 4 )
        return (( (maxup < 10) && (maxup*3 < prefs->maxdownload) )? maxup*3 : prefs->maxdownload);
    return (( (maxup < 10) && (maxup*4 < prefs->maxdownload) )? maxup*4 : prefs->maxdownload);
}"
465,"Amr ElgarhyAmr Elgarhy

            69.2k7070 gold badges193193 silver badges311311 bronze badges",2009-03-29 13:16:23Z,https://stackoverflow.com/a/694615,1,,// Sorry dirty code
466,AaronLS,2009-04-03 13:20:15Z,https://stackoverflow.com/a/713871,1,,I have no idea what this stuff does below here.
467,Elroy,2009-04-06 10:29:47Z,https://stackoverflow.com/a/720902,1,,"else
{
    //error situation
}"
468,Elroy,2009-04-06 11:04:47Z,https://stackoverflow.com/a/720983,1,,"#pragma region Crap that is kept for temporary reasons

    //  Huge chunk of commented code

#pragma endregion"
469,Brian Postow,2009-04-06 15:15:44Z,https://stackoverflow.com/a/721922,1,,// Wilted celery?
470,Rosuav - Chris Angelico,2009-04-15 05:12:37Z,https://stackoverflow.com/a/750386,1,,"//If defined, will include all the Windows-specific code.
#define LOSE

#ifdef LOSE
#include <windows.h> //WIN32. Duh.
#endif


---------------------------------------------------


//Stolen from other_project_name.cpp


---------------------------------------------------


/*
 * These comments have been lifted from propagate() and, though they no longer apply to the code, they may still be of value somewhere. Original tabbing and structural elements have been preserved.
 */
    //CAUTION: This has a major Bobby Tables risk. Even if a rulebuilder is used, there's still the risk of something getting corrupted in the database itself.
    //Reading text from anywhere and simply slotting it into an SQL statement is a major security risk. (With thanks to xkcd for the name ""Bobby Tables"".)
    //Requirement: Eliminate one Bobby Tables by changing [redacted] to be not just straight SQL.
[lots more comments that are not as funny]
/*
 * End of lifted comments. There should not be any executable code between these markers.
 */


---------------------------------------------------


        /*
        Okay. It's unrecognized. Why is this a fatal error? It's actually very closely akin to the miswart of botched #includes being a fatal. When writing a C/C++
        program, you need your headers, and if you don't have one, chances are there'll be a million cascaded errors; so by making ""unable to open asdf.h"" a fatal,
        the compiler suppresses all those errors about undefined symbols and potentially misspelled type names.
        */


---------------------------------------------------


    //If someone tries to import 'id' as a field name, it won't work. (We already have our own id.) But I think the probability is so low that I can afford to be funny.
    if (!stricmp(ptr,""id"")) {warn(0,""Import"","""",""'id' is a reserved word and cannot be used as a column name. (Try 'ego' or 'superego'.)""); return;}


---------------------------------------------------


//Need a place to squirrel away SQL statements somewhere
char *uts[1024]; //Unified Temporary Storage. (Why? Because I said so.)
int nuts=0; //What is it that squirrels keep? Ha!
int utsid[sizeof uts/sizeof *uts];


---------------------------------------------------


        /**************************************\
         * NOTE: This sets tilde.action. If a *
         * tilde header does not exist in the *
         * import file (not the _content_, if *
         * the entire column isn't there), it *
         * will duplicate down through all of *
         * the rows. This is fine for ~id, as *
         * that will never be changed; and if *
         * ~Quantity is blank, that throws an *
         * error in 'Add'. With ~Action, I am *
         * not so certain. I THINK it'd be OK *
         * to dup-down most of the time... if *
         * the user only ever imports Adds or *
         * Revises, but never both at once in *
         * a single import. So for safety, to *
         * allow a blank ~Action to revise OR *
         * add, I'm breaking the check out to *
         * a new variable - the curaction. In *
         * most cases, it won't be needed, so *
         * it's a waste; but it isn't like it *
         * has to copy the entire tilde.*, so *
         * it's only a small waste. So it can *
         * waste a register... big deal. OK ! *
        \**************************************/


---------------------------------------------------


            //if (!response) // we're going to crash
            //if (!items) // we're going to crash
            //TODO: Don't crash


---------------------------------------------------"
471,Bob Cross,2009-04-15 19:52:03Z,https://stackoverflow.com/a/753413,1,,/* Look not upon this file lest your eyes be burnt from your head. */
472,TariqKhanani,2009-04-19 09:27:08Z,https://stackoverflow.com/a/190869,1,,if(count<0) count=0;    //don't get me wrong but this has to be done :p
473,Dan,2009-04-19 09:41:33Z,https://stackoverflow.com/a/197879,1,,"//Forward declarations:

class X {}; // TODO: Remove {}  ! When we get X defined...."
474,Branden,2009-04-19 19:30:47Z,https://stackoverflow.com/a/765942,1,,"/*
 * subtle. orig_eax is used by the signal code to distinct between
 * system calls and interrupted 'random user-space'. Thus we have
 * to put a negative value into orig_eax here. (the problem is that
 * both system calls and IRQs want to have small integer numbers in
 * orig_eax, and the syscall code has won the optimization conflict ;)
 *
 * Subtle as a pigs ear.  VY
 */"
475,Andy Hefner,2009-04-19 19:52:21Z,https://stackoverflow.com/a/765965,1,,"double t = 0.0; /* that's generally my opinion of the diner, too. */"
476,Tony Arnold,2009-04-20 04:44:40Z,https://stackoverflow.com/a/766920,1,,"# I would be _very_ brain farting if I said this code didn't need reviewing.
# It will make babies cry, and hair grow on your back, so please don't use it"
